sensor_datehhmm,sensor_ip,min_humidity,max_humidity,avg_humidity,min_temp_motor1,max_temp_motor1,avg_temp_motor1,min_temp_motor2,max_temp_motor2,avg_temp_motor2,min_temp_motor3,max_temp_motor3,avg_temp_motor3,min_vibrationhz_x,max_vibrationhz_x,avg_vibrationhz_x,min_vibrationhz_y,max_vibrationhz_y,avg_vibrationhz_y,min_vibrationhz_z,max_vibrationhz_z,avg_vibrationhz_z,min_noise_dba_motor1,max_noise_dba_motor1,avg_noise_dba_motor1,min_noise_dba_motor2,max_noise_dba_motor2,avg_noise_dba_motor2,min_noise_dba_motor3,max_noise_dba_motor3,avg_noise_dba_motor3,temp_count_hour,sensor_created_at,falha_tipo_falha,falha_error_description,sensor_dayOfMonth
2021-11-27 02:11:00,172.18.0.2,21,73,42.33,8,27,17.92,6,32,16.17,6,27,18.0,11,21,15.42,11,21,17.0,10,20,15.08,20,60,39.25,16,63,39.17,16,53,34.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:12:00,172.18.0.2,18,79,61.42,6,29,17.67,8,32,18.83,5,25,16.75,10,21,15.75,10,21,16.17,11,19,14.25,15,64,44.75,15,62,41.08,16,55,29.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:13:00,172.18.0.2,25,83,49.5,5,29,19.17,5,32,19.17,5,34,21.67,12,19,15.5,10,21,17.0,10,20,14.92,15,60,36.58,15,63,43.25,16,63,43.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:14:00,172.18.0.2,34,82,54.33,9,29,20.33,5,32,18.17,6,31,20.0,10,21,14.92,10,21,15.92,10,20,14.92,15,62,37.67,18,63,36.58,15,61,38.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:15:00,172.18.0.2,28,79,57.42,6,28,18.42,12,31,21.25,7,30,19.92,10,21,15.17,10,18,13.17,10,21,14.92,15,64,41.5,15,63,37.75,20,62,41.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:16:00,172.18.0.2,18,78,43.33,5,28,17.0,5,24,16.83,7,34,20.25,11,19,14.58,10,21,15.0,11,21,15.5,21,64,40.58,20,61,44.58,24,64,41.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:17:00,172.18.0.2,17,80,44.33,8,28,17.08,5,32,16.92,5,32,15.5,10,21,15.25,12,20,15.83,11,21,17.17,15,45,30.08,22,64,42.17,22,58,42.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:18:00,172.18.0.2,15,77,45.58,6,29,16.25,7,32,15.75,9,34,21.25,10,21,16.58,10,20,15.25,11,20,15.67,16,62,35.92,21,61,44.75,15,55,39.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:19:00,172.18.0.2,16,80,47.08,6,23,11.58,5,28,13.92,8,34,25.25,10,21,14.33,10,21,15.42,10,21,15.58,21,63,39.17,18,55,36.33,15,61,37.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:20:00,172.18.0.2,24,84,56.0,5,29,19.58,6,31,18.0,5,32,19.42,10,19,13.83,10,21,15.83,10,21,15.58,16,50,29.5,21,59,42.67,24,64,40.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:21:00,172.18.0.2,15,76,48.33,5,29,13.83,6,31,18.42,6,34,17.17,12,20,16.0,10,21,15.33,12,20,16.0,17,64,43.67,17,63,39.0,18,59,43.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:22:00,172.18.0.2,18,82,47.17,11,27,18.42,9,31,19.92,6,33,21.75,11,20,14.58,10,20,15.67,10,19,13.83,18,62,44.42,17,63,39.75,27,63,44.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:23:00,172.18.0.2,15,84,48.83,6,28,18.17,7,31,19.17,5,31,19.75,10,19,14.33,10,21,13.58,11,21,15.08,21,64,36.33,16,61,36.08,20,63,42.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:24:00,172.18.0.2,16,70,41.5,5,27,16.5,6,32,22.25,7,31,18.0,11,21,15.5,10,21,16.25,12,21,17.0,16,61,37.58,23,57,40.08,16,60,39.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:25:00,172.18.0.2,15,84,44.75,8,29,21.58,6,31,17.75,5,33,22.25,10,21,16.0,11,20,14.25,12,21,16.0,26,62,43.42,18,58,35.17,19,64,42.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:26:00,172.18.0.2,27,72,52.5,8,28,16.0,6,27,14.83,5,34,18.67,10,21,16.08,11,19,14.92,10,21,15.08,16,64,39.33,15,58,34.42,18,64,44.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:27:00,172.18.0.2,16,80,53.17,5,27,15.67,6,32,18.75,7,31,22.0,11,19,15.17,10,21,14.17,10,21,17.83,17,60,44.75,15,64,38.0,20,63,36.92,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:28:00,172.18.0.2,17,84,52.67,5,26,16.42,5,29,17.83,9,34,21.5,10,21,16.58,10,21,15.25,10,20,16.42,17,63,40.75,18,59,39.25,16,60,43.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:29:00,172.18.0.2,23,79,55.58,7,29,15.5,6,32,17.58,10,34,22.58,10,20,14.58,11,21,16.75,10,21,15.42,16,59,33.08,27,62,42.0,20,63,42.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:30:00,172.18.0.2,25,75,44.75,6,26,13.33,5,32,21.25,7,33,20.33,10,21,15.25,10,20,15.5,11,18,14.83,15,60,34.08,15,64,30.83,18,64,44.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:31:00,172.18.0.2,17,84,45.58,5,27,19.33,6,27,17.92,5,27,15.67,10,21,15.67,11,21,15.75,10,21,14.92,20,56,38.0,28,61,42.0,20,62,36.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:32:00,172.18.0.2,18,82,53.75,5,27,16.0,5,31,20.17,10,33,21.75,10,18,14.5,10,21,15.0,10,19,15.17,21,57,44.0,23,64,33.08,16,64,43.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:33:00,172.18.0.2,17,83,54.0,5,28,11.08,8,31,20.5,7,33,22.5,10,20,14.67,13,21,16.83,11,21,17.33,15,60,37.25,16,60,38.75,15,62,41.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:34:00,172.18.0.2,25,84,49.5,8,25,16.25,7,32,18.58,7,34,20.75,12,21,15.5,10,20,13.75,11,19,14.33,22,55,37.25,18,59,38.08,22,63,42.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:35:00,172.18.0.2,17,81,52.83,8,28,18.67,5,30,15.83,5,34,19.42,10,21,14.0,10,21,15.83,10,20,16.33,16,64,37.08,19,64,37.75,18,64,43.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:36:00,172.18.0.2,34,77,51.67,6,28,18.92,6,29,19.25,8,34,23.5,10,21,15.83,10,19,15.58,10,18,14.25,17,57,37.25,15,64,38.08,15,59,40.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:37:00,172.18.0.2,32,79,58.92,8,29,21.5,9,29,19.5,6,31,17.83,11,21,17.25,10,20,14.08,11,20,16.75,22,63,40.75,19,60,40.0,16,59,36.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:38:00,172.18.0.2,20,82,52.67,5,29,16.33,6,31,21.08,5,30,17.33,10,20,15.75,10,21,17.17,10,17,13.92,21,63,38.83,16,62,42.5,24,61,38.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:39:00,172.18.0.2,30,83,52.42,6,26,12.58,7,32,21.5,8,34,21.0,11,21,16.92,13,21,18.17,10,21,15.42,20,61,36.83,18,60,39.25,16,60,39.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:40:00,172.18.0.2,21,77,44.42,9,25,15.92,7,32,21.92,10,31,23.42,10,21,15.75,12,19,15.42,10,21,15.75,18,60,40.42,17,63,40.08,21,62,42.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:41:00,172.18.0.2,17,81,51.92,5,27,16.0,8,29,17.25,8,34,21.83,10,20,14.92,12,21,16.42,13,21,17.5,20,50,39.5,20,59,37.17,18,60,40.92,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:42:00,172.18.0.2,18,82,46.83,6,27,15.83,7,30,17.08,7,31,22.67,10,21,15.92,10,19,14.33,11,21,16.67,17,58,38.17,18,64,38.58,22,59,40.92,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:43:00,172.18.0.2,27,84,47.75,5,29,18.5,8,32,17.33,6,28,18.42,10,21,15.25,12,21,15.75,10,21,13.92,17,63,39.17,17,58,34.83,19,62,42.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:44:00,172.18.0.2,19,82,49.08,7,29,18.17,6,25,14.83,6,34,18.67,10,21,16.42,12,21,16.83,11,20,15.5,21,56,38.75,15,62,36.75,15,62,35.17,12,2021-11-27 02:44:20.011000,falha_1,Pequena falha,27.0
2021-11-27 02:45:00,172.18.0.2,17,84,47.92,7,27,15.83,6,29,18.33,6,34,19.08,10,21,14.75,10,20,13.92,10,21,14.75,22,64,42.67,19,54,39.08,15,64,37.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:46:00,172.18.0.2,34,79,61.33,5,27,16.08,5,29,18.08,5,33,19.75,11,20,15.33,11,21,16.5,10,20,15.75,19,64,43.83,16,60,39.25,16,62,37.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:47:00,172.18.0.2,17,79,44.92,5,29,15.0,5,32,16.08,7,33,18.75,13,21,17.5,11,21,16.42,10,21,12.92,17,63,39.92,20,58,34.58,18,63,45.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:48:00,172.18.0.2,17,63,35.92,7,27,15.83,6,28,16.5,7,29,17.42,10,21,16.83,10,21,14.67,10,21,14.25,16,62,40.92,17,63,39.25,16,64,44.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:49:00,172.18.0.2,20,80,49.58,11,29,19.17,8,29,17.5,5,33,16.25,10,21,15.83,11,20,15.08,11,20,14.83,25,61,43.0,19,64,45.42,34,61,47.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:50:00,172.18.0.2,19,63,38.92,5,27,16.33,8,29,17.67,5,32,16.92,10,21,15.17,11,20,16.33,10,21,15.67,17,55,32.08,19,63,40.75,24,58,39.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:51:00,172.18.0.2,21,81,56.17,14,28,19.17,13,32,20.42,5,32,18.42,10,21,15.0,10,21,14.42,11,20,14.17,21,58,39.5,16,58,34.75,16,62,36.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:52:00,172.18.0.2,15,75,42.42,7,26,16.17,9,31,21.0,8,34,20.33,10,20,13.83,10,21,17.08,10,21,15.75,15,61,36.92,15,62,37.83,16,63,34.92,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:53:00,172.18.0.2,16,77,53.92,8,28,20.92,5,26,14.75,6,33,17.17,13,21,16.33,10,21,16.08,13,20,17.17,20,61,40.67,20,63,33.67,16,63,37.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:54:00,172.18.0.2,24,73,49.08,5,29,17.08,5,25,15.08,5,34,23.83,10,21,16.42,11,21,17.0,11,19,15.67,28,64,42.58,16,63,35.75,16,57,35.92,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:55:00,172.18.0.2,16,79,60.17,5,28,18.83,8,31,17.92,5,28,16.58,13,21,16.42,10,21,16.17,12,19,15.0,15,63,26.5,20,64,44.5,19,58,36.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:56:00,172.18.0.2,24,83,50.75,8,29,18.67,6,32,17.83,6,32,17.75,11,21,16.42,10,21,16.33,11,20,14.92,24,64,40.42,16,64,38.58,15,63,34.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:57:00,172.18.0.2,39,83,58.75,5,26,17.0,6,32,19.17,9,31,20.33,10,20,15.0,10,20,15.5,10,20,14.33,23,64,37.58,19,58,36.33,18,51,32.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:58:00,172.18.0.2,17,70,48.67,9,28,19.0,6,32,16.67,5,33,20.0,10,21,17.08,11,21,15.17,11,21,16.08,15,63,39.67,17,60,42.25,24,58,36.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 02:59:00,172.18.0.2,16,82,46.25,6,28,16.25,5,29,17.92,5,27,18.83,10,20,15.92,10,20,14.5,12,21,17.25,18,63,42.33,16,62,36.92,15,64,36.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:00:00,172.18.0.2,27,82,49.08,5,28,16.83,8,32,19.33,5,34,21.5,10,21,14.83,10,20,15.33,10,21,15.5,15,60,39.5,17,62,40.17,25,46,37.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:01:00,172.18.0.2,17,68,46.08,7,29,13.83,7,30,18.58,10,34,23.67,10,20,14.08,11,21,15.5,10,21,17.08,25,57,41.0,15,63,44.08,16,59,34.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:02:00,172.18.0.2,23,84,55.92,7,27,19.08,6,32,15.83,5,29,15.08,10,20,14.33,13,21,16.92,12,19,15.58,19,64,47.42,15,64,39.25,17,64,45.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:03:00,172.18.0.2,18,67,46.25,5,28,13.83,6,27,16.42,5,33,20.08,12,21,16.17,10,21,15.83,11,21,15.0,21,64,41.92,18,63,42.0,16,64,40.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:04:00,172.18.0.2,18,81,51.67,6,28,17.42,5,30,17.5,5,33,17.33,10,21,15.0,10,20,15.42,14,21,18.33,16,59,32.33,21,64,40.42,20,61,37.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:05:00,172.18.0.2,18,84,52.25,6,28,16.92,7,30,16.83,5,31,12.83,10,21,16.0,10,18,12.67,11,21,17.92,18,56,36.92,15,64,40.17,18,59,39.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:06:00,172.18.0.2,17,84,58.0,6,28,19.83,5,32,17.0,7,32,18.67,10,21,15.92,10,19,13.5,10,21,15.08,17,59,35.58,15,61,45.25,16,48,31.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:07:00,172.18.0.2,27,84,53.08,5,29,15.25,5,30,18.75,8,34,20.33,10,21,16.92,10,21,16.17,11,21,15.0,19,57,36.92,16,62,42.25,16,61,46.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:08:00,172.18.0.2,26,72,51.08,6,29,15.25,6,31,18.33,6,34,17.83,12,20,15.25,10,21,15.17,11,20,15.75,15,57,38.5,18,60,36.75,19,62,43.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:09:00,172.18.0.2,19,73,44.33,5,25,17.92,5,32,20.17,5,34,21.5,10,21,14.83,11,21,14.92,10,18,14.42,17,61,36.67,22,64,49.58,17,59,35.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:10:00,172.18.0.2,17,84,42.08,5,29,18.75,5,29,18.83,5,31,21.17,11,21,15.75,13,21,17.08,10,21,14.42,17,64,36.5,15,64,38.0,20,63,42.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:11:00,172.18.0.2,19,79,47.83,9,28,18.75,5,30,17.42,10,33,19.42,11,21,15.5,10,19,14.33,10,20,14.25,17,64,38.83,17,57,36.58,16,57,34.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:12:00,172.18.0.2,17,81,47.17,7,27,19.67,5,30,18.33,7,33,18.0,10,19,13.83,11,21,15.75,12,21,16.5,19,62,41.83,16,64,43.25,15,59,40.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:13:00,172.18.0.2,17,78,45.0,7,29,21.58,6,32,19.25,5,32,15.33,10,21,16.25,10,19,14.5,11,21,17.08,23,64,41.67,20,62,39.83,16,51,34.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:14:00,172.18.0.2,26,82,56.33,7,25,13.25,6,27,17.25,7,33,19.58,10,21,15.08,10,21,16.25,12,18,15.08,17,63,40.92,15,64,41.0,16,59,41.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:15:00,172.18.0.2,21,81,53.42,7,28,16.08,12,32,23.67,9,31,19.83,10,18,13.92,10,21,16.67,12,21,16.33,15,64,36.67,24,62,41.42,16,63,39.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:16:00,172.18.0.2,20,72,50.58,5,28,17.83,5,32,19.33,10,34,21.17,10,21,14.92,10,20,15.75,10,21,14.83,18,64,40.58,17,53,34.83,15,57,40.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:17:00,172.18.0.2,18,81,42.92,6,29,18.08,7,31,20.75,5,34,20.08,10,21,15.67,10,21,14.33,10,21,15.08,17,63,38.5,22,64,43.83,16,61,39.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:18:00,172.18.0.2,26,82,58.33,10,29,20.92,8,32,19.17,6,33,20.25,10,21,16.5,10,21,15.83,10,20,14.67,18,63,49.0,18,64,41.0,17,61,41.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:19:00,172.18.0.2,17,84,47.17,8,27,16.5,8,32,18.17,6,34,20.08,10,21,15.25,10,19,13.58,10,21,16.75,18,64,35.58,17,61,37.17,23,63,43.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:20:00,172.18.0.2,16,82,45.42,5,25,15.0,5,30,15.5,7,30,19.42,10,21,14.75,10,21,15.33,10,20,15.58,19,62,34.08,16,63,38.33,21,63,41.83,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:21:00,172.18.0.2,16,70,39.0,10,29,20.5,9,29,15.67,6,28,18.5,10,21,16.33,10,21,16.58,10,20,16.25,15,62,41.33,24,63,49.0,21,61,42.83,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:22:00,172.18.0.2,20,79,47.25,5,28,15.5,8,32,21.5,7,28,16.5,10,21,13.83,10,20,16.83,11,21,16.25,21,64,46.92,18,62,41.08,17,60,38.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:23:00,172.18.0.2,20,77,55.42,5,27,15.67,5,32,21.17,7,30,20.08,10,21,15.83,10,21,15.75,10,21,17.08,20,64,40.17,15,48,26.83,16,60,36.92,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:24:00,172.18.0.2,15,84,45.67,12,27,18.75,5,29,17.25,7,29,18.58,10,20,15.33,10,18,13.5,12,21,16.67,20,64,42.08,21,63,36.83,16,52,30.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:25:00,172.18.0.2,21,84,53.83,8,28,16.33,5,29,15.67,7,33,19.0,10,19,14.67,10,21,16.25,10,21,16.5,17,57,39.08,15,64,41.0,17,64,41.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:26:00,172.18.0.2,17,82,48.42,5,29,19.17,5,28,16.33,5,34,21.92,10,21,15.5,10,21,16.42,10,18,14.0,20,64,45.33,16,51,34.75,19,57,33.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:27:00,172.18.0.2,19,82,56.92,7,27,17.0,5,26,13.67,8,31,18.08,10,21,13.75,10,21,16.0,11,18,14.92,20,62,40.75,29,61,47.42,16,64,35.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:28:00,172.18.0.2,15,84,48.08,5,26,16.42,6,28,17.75,6,30,18.83,10,21,18.0,10,21,16.92,10,19,15.0,16,59,34.5,16,62,36.5,20,61,42.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:29:00,172.18.0.2,15,63,44.58,8,29,18.0,9,32,21.25,8,33,20.0,11,20,16.33,10,21,15.75,11,19,14.25,19,56,37.25,17,60,41.17,19,57,35.83,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:30:00,172.18.0.2,16,71,48.92,5,28,16.58,6,30,17.08,5,31,14.17,10,20,15.25,11,21,16.0,10,21,15.92,15,64,43.92,20,57,39.25,18,64,34.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:31:00,172.18.0.2,15,84,49.33,5,25,14.92,5,30,18.08,7,34,19.33,11,20,15.67,10,21,14.58,11,21,16.42,15,54,36.08,15,50,33.5,24,59,43.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:32:00,172.18.0.2,23,81,55.58,7,24,14.75,6,28,18.92,7,34,23.75,10,21,16.0,10,20,14.58,10,20,15.58,20,63,42.0,17,63,38.25,27,62,41.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:33:00,172.18.0.2,15,81,51.75,5,24,15.17,6,31,19.67,8,34,22.0,10,21,15.0,10,21,14.42,10,19,13.5,15,61,41.25,15,56,33.83,21,52,35.83,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:34:00,172.18.0.2,28,82,56.5,7,27,15.0,17,31,22.67,8,32,20.67,10,21,16.92,11,21,15.5,11,21,16.17,19,64,45.5,15,59,37.08,17,62,40.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:35:00,172.18.0.2,25,83,48.08,7,29,17.92,5,25,17.0,5,34,17.83,11,21,15.83,10,20,15.83,11,20,15.25,15,63,34.42,16,63,45.83,26,61,39.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:36:00,172.18.0.2,19,83,55.75,6,29,18.08,6,32,19.42,11,34,25.25,10,19,14.33,10,20,15.58,10,21,14.83,20,61,42.25,16,64,38.08,18,56,33.92,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:37:00,172.18.0.2,17,80,46.83,6,28,15.42,6,31,19.5,7,32,20.33,11,21,15.08,10,20,15.33,11,21,17.0,18,55,36.83,16,64,44.67,23,61,39.83,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:38:00,172.18.0.2,25,83,51.5,6,28,18.58,5,27,13.58,6,33,20.33,10,21,16.33,10,18,15.17,11,21,16.75,18,61,35.25,16,64,48.5,15,59,35.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:39:00,172.18.0.2,16,83,49.42,5,29,20.0,8,31,21.08,5,28,15.5,10,21,16.42,11,20,16.58,10,21,16.42,20,60,32.67,17,60,34.67,18,64,41.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:40:00,172.18.0.2,18,84,49.83,5,29,16.75,9,31,20.83,6,32,17.17,12,21,16.25,10,19,13.75,10,21,15.25,23,56,44.08,21,47,37.75,16,63,38.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:41:00,172.18.0.2,18,84,58.5,6,29,18.5,6,31,20.92,7,31,19.5,10,21,17.08,10,20,13.58,10,21,15.67,22,59,39.83,23,59,41.75,19,60,40.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:42:00,172.18.0.2,17,82,48.83,6,29,17.42,5,30,15.0,7,34,20.83,11,21,16.58,10,21,13.92,10,21,14.0,25,62,41.83,15,62,34.67,17,64,39.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:43:00,172.18.0.2,30,84,54.25,5,29,16.0,6,32,16.42,10,32,20.25,10,21,15.17,10,21,15.0,10,21,16.0,16,57,40.25,23,56,39.58,16,61,32.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:44:00,172.18.0.2,15,84,51.67,11,29,20.25,6,24,14.08,8,34,22.08,11,19,14.58,10,21,15.58,12,21,16.25,16,64,39.83,19,63,38.33,16,58,40.25,12,2021-11-27 03:44:20.011000,falha_1,Pequena falha,27.0
2021-11-27 03:45:00,172.18.0.2,15,75,46.5,6,29,16.92,5,29,17.67,5,34,22.58,10,21,15.83,10,21,15.67,11,21,15.08,15,62,48.75,20,64,42.17,15,55,32.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:46:00,172.18.0.2,22,84,49.17,5,29,18.83,6,26,16.0,5,34,19.67,12,21,16.67,10,20,15.08,10,21,15.83,19,60,37.83,17,61,41.17,25,63,42.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:47:00,172.18.0.2,19,81,51.25,5,27,13.67,9,28,17.67,7,33,21.75,10,21,16.0,12,21,16.75,11,20,15.17,24,64,43.67,24,64,49.25,18,62,40.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:48:00,172.18.0.2,16,82,41.17,9,29,19.75,5,27,12.75,11,32,21.17,11,21,14.75,11,20,15.5,10,19,14.0,31,61,42.42,19,64,38.17,24,61,43.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:49:00,172.18.0.2,15,83,52.25,5,27,15.42,7,32,22.58,5,31,16.5,10,21,15.75,10,21,15.92,10,20,14.67,18,54,40.0,18,62,40.0,15,64,42.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:50:00,172.18.0.2,25,80,43.58,5,28,15.33,5,32,18.42,8,33,16.25,14,21,18.42,10,20,14.75,11,21,15.25,15,59,39.33,20,59,43.83,15,64,34.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:51:00,172.18.0.2,21,83,48.17,5,29,14.67,10,31,22.67,8,34,21.58,10,20,14.25,11,18,15.25,10,21,15.5,21,62,38.33,18,56,38.0,16,62,34.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:52:00,172.18.0.2,15,84,46.58,5,28,18.25,6,29,18.25,7,32,19.5,11,21,16.25,11,20,15.0,11,21,16.17,17,62,35.5,20,59,40.33,17,61,38.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:53:00,172.18.0.2,25,82,49.08,5,28,15.33,6,27,17.0,7,34,21.25,11,21,15.25,10,21,15.17,10,21,15.42,17,63,45.75,15,64,35.83,22,59,44.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:54:00,172.18.0.2,25,80,59.83,7,29,15.5,5,28,18.42,5,27,15.83,11,20,15.08,11,21,15.92,11,21,15.17,20,60,38.17,17,64,34.67,15,61,35.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:55:00,172.18.0.2,22,77,44.0,5,29,14.83,5,32,17.0,5,34,20.08,10,21,15.25,10,21,14.5,10,21,14.83,19,60,34.0,20,57,38.0,33,61,45.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:56:00,172.18.0.2,19,79,47.67,10,28,19.42,8,32,22.58,5,33,23.0,14,20,18.0,11,19,15.33,10,21,15.08,19,57,37.42,17,62,35.5,18,62,46.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-27 03:57:00,172.18.0.2,15,75,48.83,6,28,16.25,6,27,16.08,6,31,20.33,10,20,14.25,10,21,15.17,10,19,15.17,19,64,44.75,19,63,43.67,15,60,38.33,12,sem_falha,sem_falha,sem_falha,sem_falha
